Row_ID;Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Customer_Name;Segment;Country;City;State;Postal_Code;Region;Product_ID;Category;Sub_Category;Product_Name;Sales;Quantity;Discount;Profit
2116;CA-2012-164882;31/10/2012;31/10/2012;"Same Day";SG-20080;"Sandra Glassco";Consumer;"United States";Redlands;California;92374;West;FUR-BO-10002213;Furniture;Bookcases;"DMI Eclipse Executive Suite Bookcases";425.833;1;0.15;20.0392
2120;CA-2014-155460;14/04/2014;16/04/2014;"First Class";RW-19630;"Rob Williams";Corporate;"United States";Seattle;Washington;98105;West;OFF-BI-10003091;"Office Supplies";Binders;"GBC DocuBind TL200 Manual Binding Machine";895.92;5;0.3;302.373
2123;CA-2014-167381;23/09/2014;25/09/2014;"Second Class";EH-14005;"Erica Hernandez";"Home Office";"United States";Lansing;Michigan;48911;Central;FUR-BO-10001972;Furniture;Bookcases;"O'Sullivan 4-Shelf Bookcase in Odessa Pine";241.96;2;0;41.1332
2142;CA-2011-159520;06/06/2011;11/06/2011;"Standard Class";GT-14635;"Grant Thornton";Corporate;"United States";"Long Beach";"New York";11561;East;FUR-TA-10003238;Furniture;Tables;"Chromcraft Bull-Nose Wood 48" x 96"" Rectangular Conference Tables"";991.764;3;0.4;-347.1174
2146;US-2013-152051;26/06/2013;30/06/2013;"Standard Class";TS-21160;"Theresa Swint";Corporate;"United States";York;Pennsylvania;17403;East;FUR-CH-10002965;Furniture;Chairs;"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black";422.058;3;0.3;-18.0882
2148;US-2013-152051;26/06/2013;30/06/2013;"Standard Class";TS-21160;"Theresa Swint";Corporate;"United States";York;Pennsylvania;17403;East;OFF-ST-10001713;"Office Supplies";Storage;"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black";254.352;6;0.3;-50.8704
2157;CA-2011-124646;22/06/2011;24/06/2011;"First Class";DV-13465;"Dianna Vittorini";Consumer;"United States";Minneapolis;Minnesota;55407;Central;OFF-ST-10001097;"Office Supplies";Storage;"Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers";501.81;3;0.3;0
2163;CA-2014-166296;14/03/2014;20/03/2014;"Standard Class";KF-16285;"Karen Ferguson";"Home Office";"United States";Manteca;California;95336;West;OFF-PA-10004359;"Office Supplies";Paper;"Multicolor Computer Printout Paper";314.55;3;0.3;150.984
2172;US-2014-137491;20/11/2014;26/11/2014;"Standard Class";LC-16930;"Linda Cazamias";Corporate;"United States";"San Angelo";Texas;76903;Central;FUR-CH-10004675;Furniture;Chairs;"Lifetime Advantage Folding Chairs, 4/Carton";305.312;2;0.3;-8.7232
2182;CA-2013-128818;08/05/2013;12/05/2013;"Standard Class";CJ-12010;"Caroline Jumper";Consumer;"United States";"New York City";"New York";10009;East;FUR-CH-10002084;Furniture;Chairs;"Hon Mobius Operator's Chair";442.764;4;0.1;59.0352
2183;CA-2013-128818;08/05/2013;12/05/2013;"Standard Class";CJ-12010;"Caroline Jumper";Consumer;"United States";"New York City";"New York";10009;East;TEC-MA-10000488;Technology;Machines;"Bady BDG101FRU Card Printer";3999.95;5;0;1159.9855
2190;CA-2014-143063;11/08/2014;16/08/2014;"Standard Class";IL-15100;"Ivan Liston";Consumer;"United States";Columbus;Indiana;47201;Central;TEC-PH-10003645;Technology;Phones;"Aastra 57i VoIP phone";1454.49;9;0;378.1674
2202;US-2011-165659;01/06/2011;06/06/2011;"Standard Class";LT-17110;"Liz Thompson";Consumer;"United States";"Little Rock";Arkansas;72209;South;TEC-PH-10002563;Technology;Phones;"Adtran 1202752G1";881.93;7;0;229.3018
2210;CA-2011-125556;14/11/2011;16/11/2011;"Second Class";ML-17410;"Maris LaWare";Consumer;"United States";Fairfield;Connecticut;6824;East;TEC-PH-10001079;Technology;Phones;"Polycom SoundPoint Pro SE-225 Corded phone";832.93;7;0;233.2204
2216;CA-2014-129378;02/10/2014;03/10/2014;"First Class";NS-18505;"Neola Schneider";Consumer;"United States";"San Jose";California;95123;West;OFF-AP-10000576;"Office Supplies";Appliances;"Belkin 325VA UPS Surge Protector, 6'";241.96;2;0.3;60.49
2221;CA-2014-130841;29/07/2014;02/08/2014;"Standard Class";MH-17620;"Matt Hagelstein";Corporate;"United States";"San Francisco";California;94110;West;TEC-PH-10001817;Technology;Phones;"Wilson Electronics DB Pro Signal Booster";1145.6;4;0.2;100.24
2222;CA-2012-131884;06/12/2012;06/12/2012;"Same Day";DK-13375;"Dennis Kane";Consumer;"United States";Marion;Ohio;43302;East;TEC-PH-10001578;Technology;Phones;"Polycom SoundStation2 EX Conference phone";485.94;2;0.4;-89.089
2229;CA-2013-139157;02/10/2013;06/10/2013;"Standard Class";GM-14680;"Greg Matthias";Consumer;"United States";"New York City";"New York";10024;East;FUR-TA-10003238;Furniture;Tables;"Chromcraft Bull-Nose Wood 48" x 96"" Rectangular Conference Tables"";330.588;1;0.4;-115.7058
2230;CA-2011-128055;31/03/2011;05/04/2011;"Standard Class";AA-10315;"Alex Avila";Consumer;"United States";"San Francisco";California;94122;West;OFF-BI-10004390;"Office Supplies";Binders;"GBC DocuBind 200 Manual Binding Machine";673.568;3;0.3;252.588
2232;CA-2014-157091;27/06/2014;02/07/2014;"Standard Class";DB-13405;"Denny Blanton";Consumer;"United States";"La Porte";Indiana;46350;Central;FUR-FU-10000293;Furniture;Furnishings;"Eldon Antistatic Chair Mats for Low to Medium Pile Carpets";526.45;5;0;31.587
2234;CA-2012-123232;14/12/2012;16/12/2012;"Second Class";DJ-13630;"Doug Jacobs";Consumer;"United States";Portland;Oregon;97206;West;TEC-PH-10001051;Technology;Phones;"HTC One";319.968;4;0.2;35.9964
2240;CA-2013-146633;16/11/2013;18/11/2013;"Second Class";TG-21310;"Toby Gnade";Consumer;"United States";"Los Angeles";California;90049;West;OFF-BI-10003527;"Office Supplies";Binders;"Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind";1016.792;3;0.3;381.297
2242;US-2013-126893;27/11/2013;02/12/2013;"Standard Class";CT-11995;"Carol Triggs";Consumer;"United States";Philadelphia;Pennsylvania;19134;East;TEC-PH-10004165;Technology;Phones;"Mitel MiVoice 5330e IP Phone";494.982;3;0.4;-115.4958
2247;CA-2014-103380;22/11/2014;26/11/2014;"Standard Class";BF-11005;"Barry Franz";"Home Office";"United States";Pasadena;California;91104;West;TEC-PH-10004165;Technology;Phones;"Mitel MiVoice 5330e IP Phone";659.976;3;0.2;49.4982
2251;CA-2012-116092;15/02/2012;18/02/2012;"Second Class";JM-16195;"Justin MacKendrick";Consumer;"United States";"Los Angeles";California;90004;West;OFF-AP-10001391;"Office Supplies";Appliances;"Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center";541.44;6;0.3;157.0176
2256;CA-2013-164091;18/09/2013;23/09/2013;"Standard Class";LA-16780;"Laura Armstrong";Corporate;"United States";Bangor;Maine;4401;East;TEC-PH-10001944;Technology;Phones;"Wi-Ex zBoost YX540 Cellular Phone Signal Booster";437.85;3;0;131.355
2258;CA-2014-105214;17/06/2014;20/06/2014;"First Class";TS-21610;"Troy Staebel";Consumer;"United States";"San Francisco";California;94122;West;FUR-CH-10000015;Furniture;Chairs;"Hon Multipurpose Stacking Arm Chairs";1212.96;7;0.2;90.972
2261;CA-2012-117611;08/11/2012;10/11/2012;"Second Class";MZ-17335;"Maria Zettner";"Home Office";"United States";"San Diego";California;92024;West;TEC-AC-10002049;Technology;Accessories;"Logitech G19 Programmable Gaming Keyboard";371.97;3;0;66.9546
2263;CA-2014-122994;07/02/2014;10/02/2014;"First Class";MV-17485;"Mark Van Huff";Consumer;"United States";Arlington;Virginia;22204;South;FUR-BO-10004015;Furniture;Bookcases;"Bush Andora Bookcase, Maple/Graphite Gray Finish";359.97;3;0;79.1934
2264;CA-2013-131065;15/11/2013;17/11/2013;"Second Class";AA-10375;"Allen Armold";Consumer;"United States";Atlanta;Georgia;30318;South;TEC-AC-10004145;Technology;Accessories;"Logitech diNovo Edge Keyboard";499.98;2;0;114.9954
2273;CA-2012-142944;06/03/2012;11/03/2012;"Standard Class";JL-15850;"John Lucas";Consumer;"United States";"San Francisco";California;94122;West;FUR-FU-10000308;Furniture;Furnishings;"Deflect-o Glass Clear Studded Chair Mats";435.26;7;0;95.7572
2274;CA-2012-142944;06/03/2012;11/03/2012;"Standard Class";JL-15850;"John Lucas";Consumer;"United States";"San Francisco";California;94122;West;TEC-CO-10003763;Technology;Copiers;"Canon PC1060 Personal Laser Copier";1119.984;3;0.2;377.9946
2277;CA-2011-104283;27/06/2011;01/07/2011;"Standard Class";LM-17065;"Liz MacKendrick";Consumer;"United States";Southaven;Mississippi;38671;South;OFF-ST-10004337;"Office Supplies";Storage;"SAFCO Commercial Wire Shelving, 72h";306.2;5;0.3;0
2281;CA-2014-142622;31/10/2014;03/11/2014;"First Class";JK-15625;"Jim Karlsson";Consumer;"United States";Seattle;Washington;98115;West;FUR-CH-10004289;Furniture;Chairs;"Global Super Steno Chair";614.272;8;0.2;-23.0352
2290;CA-2014-115154;09/01/2014;12/01/2014;"First Class";RS-19420;"Ricardo Sperren";Corporate;"United States";Seattle;Washington;98115;West;FUR-TA-10001950;Furniture;Tables;"Balt Solid Wood Round Tables";892.98;3;0;80.3682
2291;CA-2012-149342;20/04/2012;25/04/2012;"Standard Class";TS-21160;"Theresa Swint";Corporate;"United States";Columbus;Georgia;31907;South;TEC-PH-10001557;Technology;Phones;"Pyle PMP37LED";287.97;3;0;77.7519
2297;CA-2012-113145;01/11/2012;05/11/2012;"Standard Class";VD-21670;"Valerie Dominguez";Consumer;"United States";"New York City";"New York";10011;East;FUR-FU-10000965;Furniture;Furnishings;"Howard Miller 11-1/2" Diameter Ridgewood Wall Clock"";259.7;5;0;106.477
2299;CA-2012-113145;01/11/2012;05/11/2012;"Standard Class";VD-21670;"Valerie Dominguez";Consumer;"United States";"New York City";"New York";10011;East;TEC-AC-10001838;Technology;Accessories;"Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset";1399.93;7;0;601.9699
2300;CA-2012-113145;01/11/2012;05/11/2012;"Standard Class";VD-21670;"Valerie Dominguez";Consumer;"United States";"New York City";"New York";10011;East;TEC-PH-10002597;Technology;Phones;"Xblue XB-1670-86 X16 Small Office Telephone - Titanium";503.96;4;0;125.99
2303;CA-2013-106558;17/01/2013;21/01/2013;"Standard Class";DL-13495;"Dionis Lloyd";Corporate;"United States";Columbus;Georgia;31907;South;TEC-AC-10001142;Technology;Accessories;"First Data FD10 PIN Pad";316;4;0;31.6
2304;CA-2014-157931;18/09/2014;23/09/2014;"Second Class";MO-17800;"Meg O'Connel";"Home Office";"United States";Roswell;Georgia;30076;South;FUR-CH-10000785;Furniture;Chairs;"Global Ergonomic Managers Chair";723.92;4;0;188.2192
2308;CA-2014-116225;06/11/2014;10/11/2014;"Standard Class";SV-20935;"Susan Vittorini";Consumer;"United States";"New York City";"New York";10009;East;TEC-AC-10001432;Technology;Accessories;"Enermax Aurora Lite Keyboard";390.75;5;0;171.93
2309;US-2014-120418;12/06/2014;13/06/2014;"First Class";BC-11125;"Becky Castell";"Home Office";"United States";Peoria;Arizona;85345;West;FUR-CH-10001394;Furniture;Chairs;"Global Leather Executive Chair";280.792;1;0.2;35.099
2315;CA-2014-122035;21/07/2014;26/07/2014;"Standard Class";EM-13825;"Elizabeth Moffitt";Corporate;"United States";"Sioux Falls";"South Dakota";57103;Central;OFF-AP-10002118;"Office Supplies";Appliances;"1.7 Cubic Foot Compact "Cube"" Office Refrigerators"";416.32;2;0.3;112.4064
2319;CA-2014-122035;21/07/2014;26/07/2014;"Standard Class";EM-13825;"Elizabeth Moffitt";Corporate;"United States";"Sioux Falls";"South Dakota";57103;Central;TEC-AC-10003095;Technology;Accessories;"Logitech G35 7.1-Channel Surround Sound Headset";389.97;3;0;132.5898
2321;CA-2014-165491;21/03/2014;25/03/2014;"Standard Class";HW-14935;"Helen Wasserman";Corporate;"United States";Seattle;Washington;98115;West;TEC-AC-10000358;Technology;Accessories;"Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB";265.93;7;0;63.8232
2325;CA-2012-109470;31/12/2012;03/01/2013;"Standard Class";KC-16255;"Karen Carlisle";Corporate;"United States";Henderson;Kentucky;42420;South;OFF-BI-10000977;"Office Supplies";Binders;"Ibico Plastic Spiral Binding Combs";364.8;12;0.3;167.808
2330;US-2012-147739;25/12/2012;29/12/2012;"Standard Class";JD-16150;"Justin Deggeller";Corporate;"United States";Philadelphia;Pennsylvania;19140;East;FUR-FU-10001468;Furniture;Furnishings;"Tenex Antistatic Computer Chair Mats";547.136;4;0.2;-68.392
2333;CA-2014-169285;22/03/2014;26/03/2014;"Standard Class";RW-19690;"Robert Waldorf";Consumer;"United States";Lafayette;Indiana;47905;Central;OFF-PA-10004071;"Office Supplies";Paper;"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box";277.4;5;0.3;133.152
2337;CA-2014-152695;11/12/2014;11/12/2014;"Same Day";CC-12220;"Chris Cortes";Consumer;"United States";Fairfield;Connecticut;6824;East;OFF-AP-10000026;"Office Supplies";Appliances;"Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection";426.79;7;0.3;123.7691
2345;CA-2013-119025;22/02/2013;28/02/2013;"Standard Class";PV-18985;"Paul Van Hugh";"Home Office";"United States";Milwaukee;Wisconsin;53209;Central;OFF-AP-10001205;"Office Supplies";Appliances;"Belkin 5 Outlet SurgeMaster Power Centers";490.32;9;0.3;137.2896
2348;CA-2013-159373;14/03/2013;19/03/2013;"Standard Class";LT-17110;"Liz Thompson";Consumer;"United States";"San Antonio";Texas;78207;Central;FUR-TA-10004619;Furniture;Tables;"Hon Non-Folding Utility Tables";557.585;5;0.3;0
2354;CA-2012-111514;31/08/2012;02/09/2012;"First Class";SC-20260;"Scott Cohen";Corporate;"United States";"San Francisco";California;94122;West;FUR-BO-10002545;Furniture;Bookcases;"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors";1552.831;7;0.15;200.9546
2357;CA-2012-111514;31/08/2012;02/09/2012;"First Class";SC-20260;"Scott Cohen";Corporate;"United States";"San Francisco";California;94122;West;TEC-MA-10000597;Technology;Machines;"Lexmark S315 Color Inkjet Printer";239.976;3;0.2;80.9919
2358;US-2011-148838;17/03/2011;21/03/2011;"Standard Class";CP-12340;"Christine Phan";Corporate;"United States";"New York City";"New York";10024;East;FUR-TA-10003473;Furniture;Tables;"Bretford Rectangular Conference Table Tops";1579.746;7;0.4;-447.5947
2359;US-2011-148838;17/03/2011;21/03/2011;"Standard Class";CP-12340;"Christine Phan";Corporate;"United States";"New York City";"New York";10024;East;FUR-TA-10001950;Furniture;Tables;"Balt Solid Wood Round Tables";1071.576;4;0.4;-553.6476
2360;US-2011-148838;17/03/2011;21/03/2011;"Standard Class";CP-12340;"Christine Phan";Corporate;"United States";"New York City";"New York";10024;East;FUR-TA-10004175;Furniture;Tables;"Hon 30" x 60"" Table with Locking Drawer"";613.908;3;0.4;-122.7816
2371;CA-2014-155152;08/07/2014;10/07/2014;"Second Class";MP-17965;"Michael Paige";Corporate;"United States";Warwick;"Rhode Island";2886;East;TEC-AC-10004353;Technology;Accessories;"Hypercom P1300 Pinpad";252;4;0;93.24
2375;CA-2013-159940;08/07/2013;12/07/2013;"Second Class";BF-11020;"Barry Französisch";Corporate;"United States";Aurora;Illinois;60505;Central;FUR-CH-10000785;Furniture;Chairs;"Global Ergonomic Managers Chair";253.372;2;0.3;-14.4784
2387;US-2014-117534;26/03/2014;27/03/2014;"First Class";CV-12295;"Christina VanderZanden";Consumer;"United States";Fresno;California;93727;West;TEC-CO-10000971;Technology;Copiers;"Hewlett Packard 310 Color Digital Copier";479.984;2;0.2;59.998
2392;US-2012-127040;06/12/2012;10/12/2012;"Standard Class";SG-20605;"Speros Goranitis";Consumer;"United States";"New York City";"New York";10009;East;TEC-AC-10002637;Technology;Accessories;"Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)";1619.91;9;0;97.1946
2400;CA-2014-147361;10/09/2014;16/09/2014;"Standard Class";SB-20290;"Sean Braxton";Corporate;"United States";Florence;"South Carolina";29501;South;OFF-ST-10001809;"Office Supplies";Storage;"Fellowes Officeware Wire Shelving";628.81;7;0.3;12.5762
2404;US-2013-110170;28/09/2013;04/10/2013;"Standard Class";HM-14860;"Harry Marie";Corporate;"United States";Huntsville;Texas;77340;Central;FUR-BO-10000780;Furniture;Bookcases;"O'Sullivan Plantations 2-Door Library in Landvery Oak";956.6648;7;0.32;-225.0976
2405;CA-2014-108574;08/10/2014;12/10/2014;"Standard Class";MG-18145;"Mike Gockenbach";Consumer;"United States";"Los Angeles";California;90045;West;TEC-AC-10002049;Technology;Accessories;"Logitech G19 Programmable Gaming Keyboard";1115.91;9;0;200.8638
2409;CA-2014-144589;21/01/2014;26/01/2014;"Standard Class";TM-21010;"Tamara Manning";Consumer;"United States";"San Francisco";California;94122;West;TEC-PH-10003072;Technology;Phones;"Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System";359.976;3;0.2;130.4913
2414;CA-2011-151295;12/11/2011;16/11/2011;"Standard Class";JA-15970;"Joseph Airdo";Consumer;"United States";"Los Angeles";California;90045;West;FUR-TA-10002356;Furniture;Tables;"Bevis Boat-Shaped Conference Table";629.064;3;0.2;31.4532
2415;CA-2013-156300;30/12/2013;03/01/2014;"Standard Class";TB-21595;"Troy Blackwell";Consumer;"United States";Milwaukee;Wisconsin;53209;Central;FUR-CH-10001714;Furniture;Chairs;"Global Leather & Oak Executive Chair, Burgundy";754.45;5;0;60.356
2416;CA-2012-146087;06/07/2012;11/07/2012;"Standard Class";PP-18955;"Paul Prost";"Home Office";"United States";Holyoke;Massachusetts;1040;East;FUR-BO-10002824;Furniture;Bookcases;"Bush Mission Pointe Library";301.96;2;0;60.392
2417;CA-2014-168655;13/10/2014;19/10/2014;"Standard Class";ML-18040;"Michelle Lonsdale";Corporate;"United States";Albuquerque;"New Mexico";87105;West;TEC-AC-10002842;Technology;Accessories;"WD My Passport Ultra 2TB Portable External Hard Drive";595;5;0;95.2
2419;CA-2013-107202;22/05/2013;29/05/2013;"Standard Class";LC-16930;"Linda Cazamias";Corporate;"United States";Sparks;Nevada;89431;West;TEC-MA-10000112;Technology;Machines;"Panasonic KX MB2061 Multifunction Printer";2396.4;10;0.2;179.73
2426;US-2014-147669;26/12/2014;31/12/2014;"Standard Class";SV-20935;"Susan Vittorini";Consumer;"United States";Fairfield;Ohio;45014;East;FUR-TA-10002645;Furniture;Tables;"Hon Rectangular Conference Tables";273.06;2;0.4;-104.673
2433;CA-2011-148586;25/03/2011;01/04/2011;"Standard Class";AZ-10750;"Annie Zypern";Consumer;"United States";"New York City";"New York";10009;East;FUR-CH-10002439;Furniture;Chairs;"Iceberg Nesting Folding Chair, 19w x 6d x 43h";366.786;7;0.1;65.2064
2436;CA-2012-154746;14/11/2012;17/11/2012;"First Class";PJ-18835;"Patrick Jones";Corporate;"United States";Springfield;Virginia;22153;South;OFF-AP-10003057;"Office Supplies";Appliances;"Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room";826.11;3;0.3;322.1829
2437;CA-2014-140053;04/07/2014;11/07/2014;"Standard Class";CA-12265;"Christina Anderson";Consumer;"United States";Farmington;"New Mexico";87401;West;FUR-FU-10003708;Furniture;Furnishings;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36" x 48"""";545.85;9;0;114.6285
2441;CA-2013-146934;23/05/2013;28/05/2013;"Standard Class";AF-10870;"Art Ferguson";Consumer;"United States";Passaic;"New Jersey";7055;East;TEC-PH-10004614;Technology;Phones;"AT&T 841000 Phone";345;5;0;86.25
2443;CA-2013-146934;23/05/2013;28/05/2013;"Standard Class";AF-10870;"Art Ferguson";Consumer;"United States";Passaic;"New Jersey";7055;East;OFF-AP-10003217;"Office Supplies";Appliances;"Eureka Sanitaire  Commercial Upright";662.84;4;0.3;172.3384
2446;CA-2013-146934;23/05/2013;28/05/2013;"Standard Class";AF-10870;"Art Ferguson";Consumer;"United States";Passaic;"New Jersey";7055;East;TEC-PH-10001336;Technology;Phones;"Digium D40 VoIP phone";257.98;2;0;74.8142
2448;CA-2013-119165;01/11/2013;07/11/2013;"Standard Class";BD-11320;"Bill Donatelli";Consumer;"United States";Philadelphia;Pennsylvania;19143;East;FUR-CH-10000988;Furniture;Chairs;"Hon Olson Stacker Stools";492.835;5;0.3;-14.081
2449;CA-2012-128027;14/09/2012;17/09/2012;"Second Class";CM-12385;"Christopher Martinez";Consumer;"United States";"North Charleston";"South Carolina";29406;South;OFF-ST-10001809;"Office Supplies";Storage;"Fellowes Officeware Wire Shelving";269.49;3;0.3;5.3898
2468;CA-2014-128755;05/05/2014;09/05/2014;"Standard Class";MK-18160;"Mike Kennedy";Consumer;"United States";"Newport News";Virginia;23602;South;OFF-ST-10003306;"Office Supplies";Storage;"Letter Size Cart";571.44;4;0.3;165.7176
2472;US-2013-135923;22/01/2013;28/01/2013;"Standard Class";CM-11935;"Carlos Meador";Consumer;"United States";Fayetteville;"North Carolina";28314;South;FUR-BO-10002213;Furniture;Bookcases;"Sauder Forest Hills Library, Woodland Oak Finish";451.136;4;0.2;-67.6704
2477;CA-2013-114972;04/11/2013;07/11/2013;"First Class";PF-19225;"Phillip Flathmann";Consumer;"United States";"Los Angeles";California;90032;West;OFF-AP-10003057;"Office Supplies";Appliances;"Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room";1101.48;4;0.3;429.5772
2478;CA-2014-102750;05/09/2014;09/09/2014;"Second Class";GM-14695;"Greg Maxwell";Corporate;"United States";"Los Angeles";California;90036;West;FUR-TA-10000198;Furniture;Tables;"Chromcraft Bull-Nose Wood Oval Conference Tables & Bases";1322.352;3;0.2;-99.1764
2482;CA-2014-147956;25/12/2014;01/01/2015;"Standard Class";AH-10210;"Alan Hwang";Consumer;"United States";Seattle;Washington;98105;West;OFF-ST-10001097;"Office Supplies";Storage;"Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers";1003.62;6;0.3;0
2484;CA-2014-126067;29/08/2014;04/09/2014;"Standard Class";KN-16705;"Kristina Nunn";"Home Office";"United States";Seattle;Washington;98105;West;FUR-TA-10000617;Furniture;Tables;"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal";1137.75;5;0;250.305
2490;CA-2012-141040;09/10/2012;13/10/2012;"Second Class";TB-21250;"Tim Brockman";Consumer;"United States";"New York City";"New York";10024;East;TEC-PH-10001835;Technology;Phones;"Jawbone JAMBOX Wireless Bluetooth Speaker";631.96;4;0;303.3408
2493;CA-2011-144624;19/11/2011;23/11/2011;"Standard Class";JM-15865;"John Murray";Consumer;"United States";Jamestown;"New York";14701;East;TEC-PH-10002885;Technology;Phones;"Apple iPhone 5";4548.81;7;0;1228.1787
2494;CA-2013-146206;11/09/2013;15/09/2013;"Second Class";KT-16480;"Kean Thornton";Consumer;"United States";Houston;Texas;77095;Central;FUR-TA-10004086;Furniture;Tables;"KI Adjustable-Height Table";300.93;5;0.3;-34.392
2495;CA-2013-146206;11/09/2013;15/09/2013;"Second Class";KT-16480;"Kean Thornton";Consumer;"United States";Houston;Texas;77095;Central;TEC-PH-10000895;Technology;Phones;"Polycom VVX 310 VoIP phone";719.96;5;0.2;53.997
2496;CA-2011-136644;16/06/2011;22/06/2011;"Standard Class";SC-20575;"Sonia Cooley";Consumer;"United States";Mishawaka;Indiana;46544;Central;FUR-CH-10000225;Furniture;Chairs;"Global Geo Office Task Chair, Gray";647.84;8;0;32.392
2506;CA-2011-143917;25/07/2011;27/07/2011;"Second Class";KL-16645;"Ken Lonsdale";Consumer;"United States";"San Francisco";California;94122;West;OFF-SU-10000151;"Office Supplies";Supplies;"High Speed Automatic Electric Letter Opener";8187.65;5;0.3;327.506
2510;CA-2014-163902;03/03/2014;09/03/2014;"Standard Class";MY-17380;"Maribeth Yedwab";Corporate;"United States";"Los Angeles";California;90045;West;TEC-AC-10000580;Technology;Accessories;"Logitech G13 Programmable Gameboard with LCD Display";479.94;6;0;52.7934
2511;CA-2013-136812;19/11/2013;24/11/2013;"Standard Class";AW-10930;"Arthur Wiediger";"Home Office";"United States";"Oklahoma City";Oklahoma;73120;Central;OFF-ST-10003470;"Office Supplies";Storage;"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units";1117.92;4;0.3;55.896
2516;CA-2011-106572;05/09/2011;10/09/2011;"Standard Class";NP-18700;"Nora Preis";Consumer;"United States";"Bowling Green";Ohio;43402;East;OFF-ST-10000585;"Office Supplies";Storage;"Economy Rollaway Files";264.32;2;0.3;19.824
2517;CA-2011-128888;15/11/2011;22/11/2011;"Standard Class";PB-19105;"Peter Bühler";Consumer;"United States";Houston;Texas;77095;Central;OFF-EN-10003001;"Office Supplies";Envelopes;"Ames Color-File Green Diamond Border X-ray Mailers";604.656;9;0.3;204.0714
2521;CA-2013-124352;16/10/2013;22/10/2013;"Standard Class";CD-12790;"Cynthia Delaney";"Home Office";"United States";"Oklahoma City";Oklahoma;73120;Central;OFF-AP-10002651;"Office Supplies";Appliances;"Hoover Upright Vacuum With Dirt Cup";868.59;3;0.3;251.8911
2534;CA-2011-111500;17/08/2011;21/08/2011;"Standard Class";DJ-13510;"Don Jones";Corporate;"United States";"Little Rock";Arkansas;72209;South;TEC-AC-10000844;Technology;Accessories;"Logitech Gaming G510s - Keyboard";339.96;4;0;122.3856
2535;US-2014-117723;16/08/2014;19/08/2014;"Second Class";DL-13495;"Dionis Lloyd";Corporate;"United States";Philadelphia;Pennsylvania;19120;East;OFF-ST-10004459;"Office Supplies";Storage;"Tennsco Single-Tier Lockers";1801.632;6;0.3;-337.806
2538;CA-2012-168746;27/01/2012;29/01/2012;"Second Class";SV-20365;"Seth Vernon";Consumer;"United States";Cleveland;Ohio;44105;East;TEC-PH-10000895;Technology;Phones;"Polycom VVX 310 VoIP phone";431.976;4;0.4;-100.7944
2540;CA-2012-113404;16/07/2012;16/07/2012;"Same Day";EM-13810;"Eleni McCrary";Corporate;"United States";"San Francisco";California;94122;West;FUR-CH-10003312;Furniture;Chairs;"Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs";1348.704;6;0.2;-219.1644
2541;CA-2012-113404;16/07/2012;16/07/2012;"Same Day";EM-13810;"Eleni McCrary";Corporate;"United States";"San Francisco";California;94122;West;FUR-CH-10004086;Furniture;Chairs;"Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs";700.152;3;0.2;78.7671
2549;US-2012-128090;16/08/2012;22/08/2012;"Standard Class";JM-15865;"John Murray";Consumer;"United States";Phoenix;Arizona;85023;West;TEC-PH-10002624;Technology;Phones;"Samsung Galaxy S4 Mini";1879.96;5;0.2;211.4955
2550;US-2012-128090;16/08/2012;22/08/2012;"Standard Class";JM-15865;"John Murray";Consumer;"United States";Phoenix;Arizona;85023;West;OFF-PA-10001878;"Office Supplies";Paper;"Xerox 1891";313.024;8;0.3;105.6456
2552;CA-2014-101042;20/11/2014;24/11/2014;"Standard Class";AB-10105;"Adrian Barton";Consumer;"United States";Henderson;Kentucky;42420;South;FUR-FU-10004665;Furniture;Furnishings;"3M Polarizing Task Lamp with Clamp Arm, Light Gray";821.88;6;0;213.6888
2555;CA-2013-118626;16/08/2013;21/08/2013;"Standard Class";JC-15775;"John Castell";Consumer;"United States";Tallahassee;Florida;32303;South;TEC-PH-10000369;Technology;Phones;"HTC One Mini";705.544;7;0.2;70.5544
